,ID,DataRow ID,Labeled Data,Label,Created By,Project Name,Created At,Updated At,Seconds to Label,External ID,Agreement,Benchmark Agreement,Benchmark ID,Dataset Name,Reviews,View Label,Has Open Issues,Skipped
460,cl1mht9yl23jw10ar7pea2cy4,cl1kx35db4nem0zw6hvmff7bt,https://storage.labelbox.com/cl1gsuzz82f6s0z8l2pvlg16a%2F458a34a2-6521-4f9d-2bfd-7c8c51cc8a7e-6387fb651c.jpg?Expires=1650482956520&KeyName=labelbox-assets-key-3&Signature=o_lJNH_cruhV87IszgKU74EP7RE,"{'objects': [{'featureId': 'cl1mhtoyw002s3e5malfgxhde', 'schemaId': 'cl1gttl6k00xj0zch2imd3f9t', 'color': '#1CE6FF', 'title': 'honeybee', 'value': 'honeybee', 'bbox': {'top': 312, 'left': 0, 'height': 1892, 'width': 2304}, 'instanceURI': 'https://api.labelbox.com/masks/feature/cl1mhtoyw002s3e5malfgxhde?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjbDFnc3YwM2IyZjZ0MHo4bDFhbHg3YWc1Iiwib3JnYW5pemF0aW9uSWQiOiJjbDFnc3V6ejgyZjZzMHo4bDJwdmxnMTZhIiwiaWF0IjoxNjQ5MjczMzUyLCJleHAiOjE2NTE4NjUzNTJ9.R8JtQjprhALpP4qS7JTrtFvdOszvMD2pzWbhIbRb_SA'}], 'classifications': [], 'relationships': []}",borichh.19@william.jewell.edu,Bees,2022-04-05T18:47:09.000Z,2022-04-05T18:47:09.151Z,5.209,6387fb651c.jpg,-1,-1,,HoneyBees,[],https://editor.labelbox.com?project=cl1gtde9x3drh0zal8b3e6oai&label=cl1mht9yl23jw10ar7pea2cy4,0,False
461,cl1mhtpkv26840zc9ey7edoiv,cl1kx35db4neq0zw6btxcc1xs,https://storage.labelbox.com/cl1gsuzz82f6s0z8l2pvlg16a%2Fd75186f0-7cf3-66d6-7d94-f6ddc65ce118-6846e2cccf.jpg?Expires=1650482956521&KeyName=labelbox-assets-key-3&Signature=U5z8JjjEqT1wBYAeKL2crY1TN5Y,"{'objects': [{'featureId': 'cl1mhtthr002v3e5mnivxjrzm', 'schemaId': 'cl1gttl6k00xj0zch2imd3f9t', 'color': '#1CE6FF', 'title': 'honeybee', 'value': 'honeybee', 'bbox': {'top': 59, 'left': 288, 'height': 320, 'width': 594}, 'instanceURI': 'https://api.labelbox.com/masks/feature/cl1mhtthr002v3e5mnivxjrzm?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjbDFnc3YwM2IyZjZ0MHo4bDFhbHg3YWc1Iiwib3JnYW5pemF0aW9uSWQiOiJjbDFnc3V6ejgyZjZzMHo4bDJwdmxnMTZhIiwiaWF0IjoxNjQ5MjczMzUyLCJleHAiOjE2NTE4NjUzNTJ9.R8JtQjprhALpP4qS7JTrtFvdOszvMD2pzWbhIbRb_SA'}], 'classifications': [], 'relationships': []}",borichh.19@william.jewell.edu,Bees,2022-04-05T18:47:23.000Z,2022-04-05T18:47:24.107Z,1.204,6846e2cccf.jpg,-1,-1,,HoneyBees,[],https://editor.labelbox.com?project=cl1gtde9x3drh0zal8b3e6oai&label=cl1mhtpkv26840zc9ey7edoiv,0,False
462,cl1mhttzg23ur0zcdh8ie44mp,cl1kx35db4neu0zw6cctq11ad,https://storage.labelbox.com/cl1gsuzz82f6s0z8l2pvlg16a%2F8322e7ea-72b1-9441-ddca-a909099e57fc-6950de434d.jpg?Expires=1650482956521&KeyName=labelbox-assets-key-3&Signature=DwNIC5OA19AT4pM_8----kplU0U,"{'objects': [{'featureId': 'cl1mhu6ow002y3e5m5t2dduts', 'schemaId': 'cl1gttl6k00xj0zch2imd3f9t', 'color': '#1CE6FF', 'title': 'honeybee', 'value': 'honeybee', 'bbox': {'top': 5, 'left': 2, 'height': 359, 'width': 592}, 'instanceURI': 'https://api.labelbox.com/masks/feature/cl1mhu6ow002y3e5m5t2dduts?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjbDFnc3YwM2IyZjZ0MHo4bDFhbHg3YWc1Iiwib3JnYW5pemF0aW9uSWQiOiJjbDFnc3V6ejgyZjZzMHo4bDJwdmxnMTZhIiwiaWF0IjoxNjQ5MjczMzUyLCJleHAiOjE2NTE4NjUzNTJ9.R8JtQjprhALpP4qS7JTrtFvdOszvMD2pzWbhIbRb_SA'}], 'classifications': [], 'relationships': []}",borichh.19@william.jewell.edu,Bees,2022-04-05T18:47:31.000Z,2022-04-05T18:47:31.389Z,4.548,6950de434d.jpg,-1,-1,,HoneyBees,[],https://editor.labelbox.com?project=cl1gtde9x3drh0zal8b3e6oai&label=cl1mhttzg23ur0zcdh8ie44mp,0,False
463,cl1mhu5zy23wa0zcdc23taox8,cl1kx35db4ney0zw60axn9zao,https://storage.labelbox.com/cl1gsuzz82f6s0z8l2pvlg16a%2F325363c7-bc1b-887d-a559-5e7193eee568-7007a6fc3e.jpg?Expires=1650482956521&KeyName=labelbox-assets-key-3&Signature=Vq_lj2o0X3f-aIjudXdlOEdym4k,"{'objects': [{'featureId': 'cl1mhual100313e5m4hkf1k68', 'schemaId': 'cl1gttl6k00xj0zch2imd3f9t', 'color': '#1CE6FF', 'title': 'honeybee', 'value': 'honeybee', 'bbox': {'top': 64, 'left': 395, 'height': 388, 'width': 460}, 'instanceURI': 'https://api.labelbox.com/masks/feature/cl1mhual100313e5m4hkf1k68?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjbDFnc3YwM2IyZjZ0MHo4bDFhbHg3YWc1Iiwib3JnYW5pemF0aW9uSWQiOiJjbDFnc3V6ejgyZjZzMHo4bDJwdmxnMTZhIiwiaWF0IjoxNjQ5MjczMzUyLCJleHAiOjE2NTE4NjUzNTJ9.R8JtQjprhALpP4qS7JTrtFvdOszvMD2pzWbhIbRb_SA'}], 'classifications': [], 'relationships': []}",borichh.19@william.jewell.edu,Bees,2022-04-05T18:47:36.000Z,2022-04-05T18:47:36.387Z,4.792,7007a6fc3e.jpg,-1,-1,,HoneyBees,[],https://editor.labelbox.com?project=cl1gtde9x3drh0zal8b3e6oai&label=cl1mhu5zy23wa0zcdc23taox8,0,False
464,cl1mhub5i26c10zc9gprq4ujz,cl1kx35db4nf20zw61z0v5l72,https://storage.labelbox.com/cl1gsuzz82f6s0z8l2pvlg16a%2F3a7b576a-e617-769d-f3c8-95386b43cf45-7316cef7b2.jpg?Expires=1650482956521&KeyName=labelbox-assets-key-3&Signature=PLo1NVta6qC1utuCvOEwGDAdMDI,"{'objects': [{'featureId': 'cl1mhueha00343e5m0phvpzk3', 'schemaId': 'cl1gttl6k00xj0zch2imd3f9t', 'color': '#1CE6FF', 'title': 'honeybee', 'value': 'honeybee', 'bbox': {'top': 349, 'left': 572, 'height': 357, 'width': 336}, 'instanceURI': 'https://api.labelbox.com/masks/feature/cl1mhueha00343e5m0phvpzk3?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjbDFnc3YwM2IyZjZ0MHo4bDFhbHg3YWc1Iiwib3JnYW5pemF0aW9uSWQiOiJjbDFnc3V6ejgyZjZzMHo4bDJwdmxnMTZhIiwiaWF0IjoxNjQ5MjczMzUyLCJleHAiOjE2NTE4NjUzNTJ9.R8JtQjprhALpP4qS7JTrtFvdOszvMD2pzWbhIbRb_SA'}], 'classifications': [], 'relationships': []}",borichh.19@william.jewell.edu,Bees,2022-04-05T18:47:40.000Z,2022-04-05T18:47:40.834Z,4.868,7316cef7b2.jpg,-1,-1,,HoneyBees,[],https://editor.labelbox.com?project=cl1gtde9x3drh0zal8b3e6oai&label=cl1mhub5i26c10zc9gprq4ujz,0,False
465,cl1mhuf0m23tq10arf4vt1d2z,cl1kx35db4nf60zw6chld8bbx,https://storage.labelbox.com/cl1gsuzz82f6s0z8l2pvlg16a%2F1aeed41d-8b8a-a2ee-dc39-a660a9c77988-7655bf3951.jpg?Expires=1650482956521&KeyName=labelbox-assets-key-3&Signature=Uw6f1F9ZVOntItc9hNXFpSJO9hI,"{'objects': [{'featureId': 'cl1mhuhnn00373e5mbpi7danh', 'schemaId': 'cl1gttl6k00xj0zch2imd3f9t', 'color': '#1CE6FF', 'title': 'honeybee', 'value': 'honeybee', 'bbox': {'top': 96, 'left': 258, 'height': 496, 'width': 558}, 'instanceURI': 'https://api.labelbox.com/masks/feature/cl1mhuhnn00373e5mbpi7danh?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjbDFnc3YwM2IyZjZ0MHo4bDFhbHg3YWc1Iiwib3JnYW5pemF0aW9uSWQiOiJjbDFnc3V6ejgyZjZzMHo4bDJwdmxnMTZhIiwiaWF0IjoxNjQ5MjczMzUyLCJleHAiOjE2NTE4NjUzNTJ9.R8JtQjprhALpP4qS7JTrtFvdOszvMD2pzWbhIbRb_SA'}], 'classifications': [], 'relationships': []}",borichh.19@william.jewell.edu,Bees,2022-04-05T18:47:45.000Z,2022-04-05T18:47:45.136Z,5.67,7655bf3951.jpg,-1,-1,,HoneyBees,[],https://editor.labelbox.com?project=cl1gtde9x3drh0zal8b3e6oai&label=cl1mhuf0m23tq10arf4vt1d2z,0,False
466,cl1mhuiyg23u210ar1a8xbgq9,cl1kx35db4nfa0zw6co3ig2fv,https://storage.labelbox.com/cl1gsuzz82f6s0z8l2pvlg16a%2Ff2df4c8f-1334-c0d6-9ad7-9cca544db28f-8270a6ab92.jpg?Expires=1650482956521&KeyName=labelbox-assets-key-3&Signature=6UT7H55XtI8MzGp8i85llmDhscc,"{'objects': [{'featureId': 'cl1mhul1w003a3e5mkox58yuv', 'schemaId': 'cl1gttl6k00xj0zch2imd3f9t', 'color': '#1CE6FF', 'title': 'honeybee', 'value': 'honeybee', 'bbox': {'top': 26, 'left': 117, 'height': 99, 'width': 125}, 'instanceURI': 'https://api.labelbox.com/masks/feature/cl1mhul1w003a3e5mkox58yuv?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjbDFnc3YwM2IyZjZ0MHo4bDFhbHg3YWc1Iiwib3JnYW5pemF0aW9uSWQiOiJjbDFnc3V6ejgyZjZzMHo4bDJwdmxnMTZhIiwiaWF0IjoxNjQ5MjczMzUyLCJleHAiOjE2NTE4NjUzNTJ9.R8JtQjprhALpP4qS7JTrtFvdOszvMD2pzWbhIbRb_SA'}], 'classifications': [], 'relationships': []}",borichh.19@william.jewell.edu,Bees,2022-04-05T18:47:50.000Z,2022-04-05T18:47:50.469Z,5.117,8270a6ab92.jpg,-1,-1,,HoneyBees,[],https://editor.labelbox.com?project=cl1gtde9x3drh0zal8b3e6oai&label=cl1mhuiyg23u210ar1a8xbgq9,0,False
467,cl1mhulrh02pa10d4b7652d0t,cl1kx35db4nfe0zw64imi26xa,https://storage.labelbox.com/cl1gsuzz82f6s0z8l2pvlg16a%2F095e4592-1988-4377-8b71-f2332e726d75-8381edc8cc.jpg?Expires=1650482956521&KeyName=labelbox-assets-key-3&Signature=syUCSzEXAamv8CweZTZAMVYY2X0,"{'objects': [{'featureId': 'cl1mhup81003d3e5mlyinw2fh', 'schemaId': 'cl1gttl6k00xj0zch2imd3f9t', 'color': '#1CE6FF', 'title': 'honeybee', 'value': 'honeybee', 'bbox': {'top': 67, 'left': 42, 'height': 647, 'width': 943}, 'instanceURI': 'https://api.labelbox.com/masks/feature/cl1mhup81003d3e5mlyinw2fh?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjbDFnc3YwM2IyZjZ0MHo4bDFhbHg3YWc1Iiwib3JnYW5pemF0aW9uSWQiOiJjbDFnc3V6ejgyZjZzMHo4bDJwdmxnMTZhIiwiaWF0IjoxNjQ5MjczMzUyLCJleHAiOjE2NTE4NjUzNTJ9.R8JtQjprhALpP4qS7JTrtFvdOszvMD2pzWbhIbRb_SA'}], 'classifications': [], 'relationships': []}",borichh.19@william.jewell.edu,Bees,2022-04-05T18:47:55.000Z,2022-04-05T18:47:55.147Z,3.874,8381edc8cc.jpg,-1,-1,,HoneyBees,[],https://editor.labelbox.com?project=cl1gtde9x3drh0zal8b3e6oai&label=cl1mhulrh02pa10d4b7652d0t,0,False
468,cl1mhupw926fd0zc9cc491gse,cl1kx35db4nfi0zw6e2gb06ad,https://storage.labelbox.com/cl1gsuzz82f6s0z8l2pvlg16a%2F15c86449-f981-b482-a4d8-90fb85aac566-8519a23461.jpg?Expires=1650482956521&KeyName=labelbox-assets-key-3&Signature=8PcpQqJ55RJjDk_vwf9Gw6EcpZs,"{'objects': [{'featureId': 'cl1mhusoo003g3e5mfda5lqd3', 'schemaId': 'cl1gttl6k00xj0zch2imd3f9t', 'color': '#1CE6FF', 'title': 'honeybee', 'value': 'honeybee', 'bbox': {'top': 61, 'left': 96, 'height': 62, 'width': 62}, 'instanceURI': 'https://api.labelbox.com/masks/feature/cl1mhusoo003g3e5mfda5lqd3?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjbDFnc3YwM2IyZjZ0MHo4bDFhbHg3YWc1Iiwib3JnYW5pemF0aW9uSWQiOiJjbDFnc3V6ejgyZjZzMHo4bDJwdmxnMTZhIiwiaWF0IjoxNjQ5MjczMzUyLCJleHAiOjE2NTE4NjUzNTJ9.R8JtQjprhALpP4qS7JTrtFvdOszvMD2pzWbhIbRb_SA'}], 'classifications': [], 'relationships': []}",borichh.19@william.jewell.edu,Bees,2022-04-05T18:47:59.000Z,2022-04-05T18:47:59.875Z,5.108,8519a23461.jpg,-1,-1,,HoneyBees,[],https://editor.labelbox.com?project=cl1gtde9x3drh0zal8b3e6oai&label=cl1mhupw926fd0zc9cc491gse,0,False
469,cl1mhute0240q0zcdaidq2arh,cl1kx35db4nfm0zw6a43hdb7p,https://storage.labelbox.com/cl1gsuzz82f6s0z8l2pvlg16a%2F51b728a5-99d8-7971-b850-82414ad9dbe7-8548d9e830.jpg?Expires=1650482956521&KeyName=labelbox-assets-key-3&Signature=3BvI_e2n7PPeEbPBn2aoNyl0wQo,"{'objects': [{'featureId': 'cl1mhuwhd003j3e5mm54h7uu0', 'schemaId': 'cl1gttl6k00xj0zch2imd3f9t', 'color': '#1CE6FF', 'title': 'honeybee', 'value': 'honeybee', 'bbox': {'top': 257, 'left': 368, 'height': 303, 'width': 507}, 'instanceURI': 'https://api.labelbox.com/masks/feature/cl1mhuwhd003j3e5mm54h7uu0?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjbDFnc3YwM2IyZjZ0MHo4bDFhbHg3YWc1Iiwib3JnYW5pemF0aW9uSWQiOiJjbDFnc3V6ejgyZjZzMHo4bDJwdmxnMTZhIiwiaWF0IjoxNjQ5MjczMzUyLCJleHAiOjE2NTE4NjUzNTJ9.R8JtQjprhALpP4qS7JTrtFvdOszvMD2pzWbhIbRb_SA'}], 'classifications': [], 'relationships': []}",borichh.19@william.jewell.edu,Bees,2022-04-05T18:48:04.000Z,2022-04-05T18:48:04.451Z,4.644,8548d9e830.jpg,-1,-1,,HoneyBees,[],https://editor.labelbox.com?project=cl1gtde9x3drh0zal8b3e6oai&label=cl1mhute0240q0zcdaidq2arh,0,False
470,cl1mhux2t23p60zcbcedr1zbh,cl1kx35db4nfq0zw61ijg5w95,https://storage.labelbox.com/cl1gsuzz82f6s0z8l2pvlg16a%2F81da1ff6-1c1f-1d1a-f8af-8d15edfdbd23-8558aafefa.jpg?Expires=1650482956521&KeyName=labelbox-assets-key-3&Signature=Gd5KB30g0syVn5R-OOAQSTR8Lks,"{'objects': [{'featureId': 'cl1mhuzvi003m3e5m2wfpmhl0', 'schemaId': 'cl1gttl6k00xj0zch2imd3f9t', 'color': '#1CE6FF', 'title': 'honeybee', 'value': 'honeybee', 'bbox': {'top': 150, 'left': 319, 'height': 142, 'width': 166}, 'instanceURI': 'https://api.labelbox.com/masks/feature/cl1mhuzvi003m3e5m2wfpmhl0?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjbDFnc3YwM2IyZjZ0MHo4bDFhbHg3YWc1Iiwib3JnYW5pemF0aW9uSWQiOiJjbDFnc3V6ejgyZjZzMHo4bDJwdmxnMTZhIiwiaWF0IjoxNjQ5MjczMzUyLCJleHAiOjE2NTE4NjUzNTJ9.R8JtQjprhALpP4qS7JTrtFvdOszvMD2pzWbhIbRb_SA'}], 'classifications': [], 'relationships': []}",borichh.19@william.jewell.edu,Bees,2022-04-05T18:48:08.000Z,2022-04-05T18:48:08.563Z,5.259,8558aafefa.jpg,-1,-1,,HoneyBees,[],https://editor.labelbox.com?project=cl1gtde9x3drh0zal8b3e6oai&label=cl1mhux2t23p60zcbcedr1zbh,0,False
471,cl1mhv0pi02t810d4bqvlgfeb,cl1kx35dc4nfu0zw61zte4rff,https://storage.labelbox.com/cl1gsuzz82f6s0z8l2pvlg16a%2Fe7190ee6-592a-2dd4-976d-1257ab35dc76-8607e8dabb.jpg?Expires=1650482956524&KeyName=labelbox-assets-key-3&Signature=DHgPdUHMisfUnaE3yQlIMxnosRQ,"{'objects': [{'featureId': 'cl1mhv32s003p3e5m15zqm16q', 'schemaId': 'cl1gttl6k00xj0zch2imd3f9t', 'color': '#1CE6FF', 'title': 'honeybee', 'value': 'honeybee', 'bbox': {'top': 105, 'left': 177, 'height': 311, 'width': 501}, 'instanceURI': 'https://api.labelbox.com/masks/feature/cl1mhv32s003p3e5m15zqm16q?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjbDFnc3YwM2IyZjZ0MHo4bDFhbHg3YWc1Iiwib3JnYW5pemF0aW9uSWQiOiJjbDFnc3V6ejgyZjZzMHo4bDJwdmxnMTZhIiwiaWF0IjoxNjQ5MjczMzUyLCJleHAiOjE2NTE4NjUzNTJ9.R8JtQjprhALpP4qS7JTrtFvdOszvMD2pzWbhIbRb_SA'}], 'classifications': [], 'relationships': []}",borichh.19@william.jewell.edu,Bees,2022-04-05T18:48:13.000Z,2022-04-05T18:48:13.542Z,2.6719999999999997,8607e8dabb.jpg,-1,-1,,HoneyBees,[],https://editor.labelbox.com?project=cl1gtde9x3drh0zal8b3e6oai&label=cl1mhv0pi02t810d4bqvlgfeb,0,False
472,cl1mhv4sq242r0zcd7hmsd6hn,cl1kx35dc4nfy0zw660k1akwy,https://storage.labelbox.com/cl1gsuzz82f6s0z8l2pvlg16a%2Fbde2e5e0-00ef-537c-6f11-1ac255c81f87-9064c5331e.jpg?Expires=1650482956525&KeyName=labelbox-assets-key-3&Signature=q67HWcwZ0pPhN3WR2Wl6uYapImE,"{'objects': [{'featureId': 'cl1mhv6rq003s3e5m6darkveu', 'schemaId': 'cl1gttl6k00xj0zch2imd3f9t', 'color': '#1CE6FF', 'title': 'honeybee', 'value': 'honeybee', 'bbox': {'top': 164, 'left': 35, 'height': 434, 'width': 503}, 'instanceURI': 'https://api.labelbox.com/masks/feature/cl1mhv6rq003s3e5m6darkveu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjbDFnc3YwM2IyZjZ0MHo4bDFhbHg3YWc1Iiwib3JnYW5pemF0aW9uSWQiOiJjbDFnc3V6ejgyZjZzMHo4bDJwdmxnMTZhIiwiaWF0IjoxNjQ5MjczMzUyLCJleHAiOjE2NTE4NjUzNTJ9.R8JtQjprhALpP4qS7JTrtFvdOszvMD2pzWbhIbRb_SA'}, {'featureId': 'cl1mhv97i003v3e5mb7udrbes', 'schemaId': 'cl1gttl6k00xj0zch2imd3f9t', 'color': '#1CE6FF', 'title': 'honeybee', 'value': 'honeybee', 'bbox': {'top': 114, 'left': 537, 'height': 426, 'width': 487}, 'instanceURI': 'https://api.labelbox.com/masks/feature/cl1mhv97i003v3e5mb7udrbes?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjbDFnc3YwM2IyZjZ0MHo4bDFhbHg3YWc1Iiwib3JnYW5pemF0aW9uSWQiOiJjbDFnc3V6ejgyZjZzMHo4bDJwdmxnMTZhIiwiaWF0IjoxNjQ5MjczMzUyLCJleHAiOjE2NTE4NjUzNTJ9.R8JtQjprhALpP4qS7JTrtFvdOszvMD2pzWbhIbRb_SA'}], 'classifications': [], 'relationships': []}",borichh.19@william.jewell.edu,Bees,2022-04-05T18:48:20.000Z,2022-04-05T18:48:20.582Z,4.363,9064c5331e.jpg,-1,-1,,HoneyBees,[],https://editor.labelbox.com?project=cl1gtde9x3drh0zal8b3e6oai&label=cl1mhv4sq242r0zcd7hmsd6hn,0,False
473,cl1mhv7ld242j10ar800d53hr,cl1kx35dc4ng20zw63eih5nrx,https://storage.labelbox.com/cl1gsuzz82f6s0z8l2pvlg16a%2Fbdaa094d-4315-6d1a-7863-5e833a34036b-9119e4b085.jpg?Expires=1650482956525&KeyName=labelbox-assets-key-3&Signature=Nk0lTtCpHz4MKSnY9WWg0_Mw63A,"{'objects': [{'featureId': 'cl1mhvcha003y3e5mh3hmjpg6', 'schemaId': 'cl1gttl6k00xj0zch2imd3f9t', 'color': '#1CE6FF', 'title': 'honeybee', 'value': 'honeybee', 'bbox': {'top': 128, 'left': 16, 'height': 999, 'width': 1882}, 'instanceURI': 'https://api.labelbox.com/masks/feature/cl1mhvcha003y3e5mh3hmjpg6?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjbDFnc3YwM2IyZjZ0MHo4bDFhbHg3YWc1Iiwib3JnYW5pemF0aW9uSWQiOiJjbDFnc3V6ejgyZjZzMHo4bDJwdmxnMTZhIiwiaWF0IjoxNjQ5MjczMzUyLCJleHAiOjE2NTE4NjUzNTJ9.R8JtQjprhALpP4qS7JTrtFvdOszvMD2pzWbhIbRb_SA'}], 'classifications': [], 'relationships': []}",borichh.19@william.jewell.edu,Bees,2022-04-05T18:48:25.000Z,2022-04-05T18:48:25.275Z,4.468999999999999,9119e4b085.jpg,-1,-1,,HoneyBees,[],https://editor.labelbox.com?project=cl1gtde9x3drh0zal8b3e6oai&label=cl1mhv7ld242j10ar800d53hr,0,False
474,cl1mhvd8p02vk10d417w3ab05,cl1kx35dc4ng60zw6gp0lety4,https://storage.labelbox.com/cl1gsuzz82f6s0z8l2pvlg16a%2Fe77338eb-d050-86bb-7675-1c4d88437d42-09236d67a0.jpg?Expires=1650482956525&KeyName=labelbox-assets-key-3&Signature=YQK5eHV8oHGwG1TO-YR7eFk5NL8,"{'objects': [{'featureId': 'cl1mhvfyh00413e5m5ogcfifh', 'schemaId': 'cl1gttl6k00xj0zch2imd3f9t', 'color': '#1CE6FF', 'title': 'honeybee', 'value': 'honeybee', 'bbox': {'top': 23, 'left': 265, 'height': 136, 'width': 229}, 'instanceURI': 'https://api.labelbox.com/masks/feature/cl1mhvfyh00413e5m5ogcfifh?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjbDFnc3YwM2IyZjZ0MHo4bDFhbHg3YWc1Iiwib3JnYW5pemF0aW9uSWQiOiJjbDFnc3V6ejgyZjZzMHo4bDJwdmxnMTZhIiwiaWF0IjoxNjQ5MjczMzUyLCJleHAiOjE2NTE4NjUzNTJ9.R8JtQjprhALpP4qS7JTrtFvdOszvMD2pzWbhIbRb_SA'}], 'classifications': [], 'relationships': []}",borichh.19@william.jewell.edu,Bees,2022-04-05T18:48:29.000Z,2022-04-05T18:48:29.096Z,1.077,09236d67a0.jpg,-1,-1,,HoneyBees,[],https://editor.labelbox.com?project=cl1gtde9x3drh0zal8b3e6oai&label=cl1mhvd8p02vk10d417w3ab05,0,False
475,cl1mhvgmy02we10d4hqjmbado,cl1kx35dc4nga0zw6c1bkdse2,https://storage.labelbox.com/cl1gsuzz82f6s0z8l2pvlg16a%2F7d6237ac-b270-45f4-2298-a1511f23999b-09596baccf.jpg?Expires=1650482956525&KeyName=labelbox-assets-key-3&Signature=-HKPJgAVZLAt-0boUca4aEvdQzA,"{'objects': [{'featureId': 'cl1mhvjdp00463e5m5vtykiyb', 'schemaId': 'cl1gttl6k00xl0zch5q2vaze4', 'color': '#FF34FF', 'title': 'bumblebee', 'value': 'bumblebee', 'bbox': {'top': 33, 'left': 44, 'height': 449, 'width': 532}, 'instanceURI': 'https://api.labelbox.com/masks/feature/cl1mhvjdp00463e5m5vtykiyb?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjbDFnc3YwM2IyZjZ0MHo4bDFhbHg3YWc1Iiwib3JnYW5pemF0aW9uSWQiOiJjbDFnc3V6ejgyZjZzMHo4bDJwdmxnMTZhIiwiaWF0IjoxNjQ5MjczMzUyLCJleHAiOjE2NTE4NjUzNTJ9.R8JtQjprhALpP4qS7JTrtFvdOszvMD2pzWbhIbRb_SA'}], 'classifications': [], 'relationships': []}",borichh.19@william.jewell.edu,Bees,2022-04-05T18:48:34.000Z,2022-04-05T18:48:34.602Z,4.603,09596baccf.jpg,-1,-1,,HoneyBees,[],https://editor.labelbox.com?project=cl1gtde9x3drh0zal8b3e6oai&label=cl1mhvgmy02we10d4hqjmbado,0,False
476,cl1mhvjnw245m10arg1at6ybt,cl1kx35dc4nge0zw650dl5dz4,https://storage.labelbox.com/cl1gsuzz82f6s0z8l2pvlg16a%2F0654e83c-3528-da47-b3fb-35278ff7766e-9766de9498.jpg?Expires=1650482956525&KeyName=labelbox-assets-key-3&Signature=v8IvGn3DmF_E3DJITBeouoj6-g4,"{'objects': [{'featureId': 'cl1mhvna000493e5m53zibi66', 'schemaId': 'cl1gttl6k00xj0zch2imd3f9t', 'color': '#1CE6FF', 'title': 'honeybee', 'value': 'honeybee', 'bbox': {'top': 197, 'left': 49, 'height': 1426, 'width': 2815}, 'instanceURI': 'https://api.labelbox.com/masks/feature/cl1mhvna000493e5m53zibi66?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjbDFnc3YwM2IyZjZ0MHo4bDFhbHg3YWc1Iiwib3JnYW5pemF0aW9uSWQiOiJjbDFnc3V6ejgyZjZzMHo4bDJwdmxnMTZhIiwiaWF0IjoxNjQ5MjczMzUyLCJleHAiOjE2NTE4NjUzNTJ9.R8JtQjprhALpP4qS7JTrtFvdOszvMD2pzWbhIbRb_SA'}], 'classifications': [], 'relationships': []}",borichh.19@william.jewell.edu,Bees,2022-04-05T18:48:39.000Z,2022-04-05T18:48:39.782Z,4.3740000000000006,9766de9498.jpg,-1,-1,,HoneyBees,[],https://editor.labelbox.com?project=cl1gtde9x3drh0zal8b3e6oai&label=cl1mhvjnw245m10arg1at6ybt,0,False
